year,award,category,name,result,yob,age,gender,film,film_id,character_id,person_id,,,,,,,,,,,,,,,
2022,GOPO,BAM,Adrian Titieni,N,1963,59,M,Tata mută munții,RO2021_016,RO2021_016_01,,,,,,,,,,,,,,,
2022,GOPO,BAM,Bogdan Farcaș,A,1980,42,M,Neidentificat,RO2021_011,,,,,,,,,,,,,,,,
2022,GOPO,BAM,Conrad Mericoffer,N,1988,34,M,Câmp de maci,,,,,,,,,,,,,,,,,
2022,GOPO,BAM,István Téglás,N,1981,41,M,Luca,RO2021_010,,,,,,,,,,,,,,,,
2022,GOPO,BAM,Mircea Andreescu,N,1939,83,M,După 40 de zile,RO2021_007,RO2021_007_01,,,,,,,,,,,,,,,
2022,GOPO,BAF,Andreea Grămoșteanu,N,1978,44,F,Complet Necunoscuți,RO2021_005,,,,,,,,,,,,,,,,
2022,GOPO,BAF,Ioana Bugarin,N,1996,26,F,Mia își ratează răzbunarea,,,,,,,,,,,,,,,,,
2022,GOPO,BAF,Katia Pascariu,A,1983,39,F,Babardeală cu bucluc sau porno balamuc,RO2021_001,,,,,,,,,,,,,,,,
2022,GOPO,BAF,Marina Palii,N,1991,31,F,Malmkrog,,,,,,,,,,,,,,,,,
2022,GOPO,BAF,Nicoleta Hâncu,N,1985,37,F,Poate mai trăiesc și azi,,,,,,,,,,,,,,,,,
2022,GOPO,BSAM,Alexandru Potocean,A,1984,38,M,Câmp de maci,,,,,,,,,,,,,,,,,
2022,GOPO,BSAM,Dragoș Dumitru,N,1985,37,M,Neidentificat,RO2021_011,,,,,,,,,,,,,,,,
2022,GOPO,BSAM,István Téglás,N,1981,41,M,Malmkrog,,,,,,,,,,,,,,,,,
2022,GOPO,BSAM,Iulian Postelnicu,N,1978,44,M,Otto Barbarul,RO2021_012,,,,,,,,,,,,,,,,
2022,GOPO,BSAM,Cuzin Toma,N,1977,45,M,"Și atunci, ce e libertatea?",RO2021_015,,,,,,,,,,,,,,,,
2022,GOPO,BSAF,Ioana Bugarin,N,1996,26,F,Otto Barbarul,RO2021_012,,,,,,,,,,,,,,,,
2022,GOPO,BSAF,Ioana Flora,A,1975,47,F,Otto Barbarul,RO2021_012,,,,,,,,,,,,,,,,
2022,GOPO,BSAF,Maria Junghiețu,N,1956,66,F,Berliner,RO2021_003,,,,,,,,,,,,,,,,
2022,GOPO,BSAF,Maria Popistașu,N,1980,42,F,Mia își ratează răzbunarea,,,,,,,,,,,,,,,,,
2022,GOPO,BSAF,Rodica Mandache,N,1943,79,F,Luca,RO2021_010,,,,,,,,,,,,,,,,
2022,GOPO,LAA,Victor Rebengiuc,A,1933,89,M,,,,,,,,,,,,,,,,,,
2022,GOPO,LAA,Mariana Mihuț,A,1942,80,F,,,,,,,,,,,,,,,,,,
2022,GOPO,BD,Bogdan George Apetri,N,1976,46,M,Neidentificat,RO2021_011,,,,,,,,,,,,,,,,
2022,GOPO,BD,Cristi Puiu,A,1967,55,M,Malmkrog,,,,,,,,,,,,,,,,,
2022,GOPO,BD,Eugen Jebeleanu,N,1989,33,M,Câmp de maci,,,,,,,,,,,,,,,,,
2022,GOPO,BD,Radu Jude,N,1977,45,M,Babardeală cu bucluc sau porno balamuc,RO2021_001,,,,,,,,,,,,,,,,
2022,GOPO,BD,Ruxandra Ghițescu,N,1981,41,F,Otto Barbarul,RO2021_012,,,,,,,,,,,,,,,,
2022,DF,BAM,Albert Schuch ,A,1985,37,M,Lieber Thomas,DE2021_070,,,,,,,,,,,,,,,,
2022,DF,BAM,Franz Rogowski,N,1986,36,M,Grosse Freiheit,,,,,,,,,,,,,,,,,
2022,DF,BAM,Farba Dieng,N,1993,29,M,Toubab,,,,,,,,,,,,,,,,,
2022,DF,BAF,Meltem Kaptan ,A,1980,42,F,Rabiye Kurnaz gegen George W. Bush,DE2022_025,,,,,,,,,,,,,,,,
2022,DF,BAF,Ursula Strauss ,N ,1974,48,F,Le Prince ,DE2021_053,,,,,,,,,,,,,,,,
2022,DF,BAF,Sara Fazilzat,N ,1987,35,F,Nico,DE2022_029,,,,,,,,,,,,,,,,
2022,DF,BAF,Saskia Rosendahl,N,1993,29,F,Niemand ist bei den Kälbern,DE2022_001,,,,,,,,,,,,,,,,
2022,DF,BSAM,Alexander Scheer ,A,1976,46,M,Rabiye Kurnaz gegen George W. Bush,DE2022_025,,,,,,,,,,,,,,,,
2022,DF,BSAM,Henry Hübchen ,N,1947,75,M,Stasikömodie,DE2022_032,,,,,,,,,,,,,,,,
2022,DF,BSAM,Jörg Schüttauf,N,1961,61,M,Lieber Thomas,DE2021_070,,,,,,,,,,,,,,,,
2022,DF,BSAM,Godehard Giese,N,1972,50,M,Niemand ist bei den Kälbern,DE2022_001,,,,,,,,,,,,,,,,
2022,DF,BSAF,Jella Haase,A,1992,30,F,Lieber Thomas,DE2021_070,,,,,,,,,,,,,,,,
2022,DF,BSAF,Anja Schneider,N,1977,45,F,Lieber Thomas,DE2021_070,,,,,,,,,,,,,,,,
2022,DF,BSAF,Sandra Hüller,N,1978,44,F,Das schwarze Quadrat,DE2021_009,,,,,,,,,,,,,,,,
2022,DF,LAA,Jürgen Jürges,A,1940,82,M,,,,,,,,,,,,,,,,,,
2022,DF,BD,Andreas Kleinert,A,1962,60,M,Lieber Thomas,DE2021_070,,,,,,,,,,,,,,,,
2022,DF,BD,Sebastian Meise,N,1976,46,M,Grosse Freiheit,,,,,,,,,,,,,,,,,
2022,DF,BD,Andrea Dresen ,N,1963,59,M,Rabiye Kurnaz gegen George W. Bush,DE2022_025,,,,,,,,,,,,,,,,
2023,PDD,BAM,Fabrizio Gifuni,A,1966,57,M,Esterno Notte,IT2022_015,IT2022_015_01, ,,,,,,,,,,,,,,
2023,PDD,BAM,Luigi Lo Cascio,N,1967,56,M,Il signore delle formiche, , , ,,,,,,,,,,,,,,
2023,PDD,BAM,Salvatore Ficarra,N,1971,52,M,La stranezza,IT2022_002, , ,,,,,,,,,,,,,,
2023,PDD,BAM,Valentino Picone,N,1971,52,M,La stranezza,IT2022_002, , ,,,,,,,,,,,,,,
2023,PDD,BAM,Alessandro Borghi,N,1986,37,M,Le otto montagne, , , ,,,,,,,,,,,,,,
2023,PDD,BAM,Luca Marinelli,N,1984,39,M,Le otto montagne, , , ,,,,,,,,,,,,,,
2023,PDD,BAF,Benedetta Porcaroli,N,1998,25,F,Amanda, , , ,,,,,,,,,,,,,,
2023,PDD,BAF,Margherita Buy,N,1962,61,F,Esterno Notte,IT2022_015,IT2022_015_02, ,,,,,,,,,,,,,,
