film_id,nat_title,film_country,prod_share
FR2022_010,L'amour c'est mieux que la vie,FR,MAJ
FR2022_011,La Place d'une autre,FR,MAJ
FR2022_012,"Michael Cimino, un mirage américain",FR,MAJ
FR2022_013,Rumba la vie,FR,MAJ
FR2022_013,Rumba la vie,BE,MIN
FR2022_014,Tendre et Saignant,FR,MAJ
FR2022_014,Tendre et Saignant,BE,MIN
FR2022_015,Adieu Paris,FR,MAJ
FR2022_015,Adieu Paris,BE,MIN
FR2022_016,Les Promesses,FR,MAJ
FR2022_017,Presque,FR,MAJ
FR2022_017,Presque,CH,MIN
FR2022_018,Une jeune fille qui va bien,FR,MAJ
FR2022_019,Arthur Rambo,FR,MAJ
FR2022_020,H6,FR,MAJ
FR2022_021,Les Jeunes Amants,FR,MAJ
FR2022_021,Les Jeunes Amants,BE,MIN
FR2022_022,Les voisins de mes voisins sont mes voisins,FR,MAJ
FR2022_023,Super-héros malgré lui,FR,MAJ
FR2022_024,Enquête sur un scandale d'État,FR,MAJ
FR2022_025,Golda Maria,FR,MAJ
FR2022_026,L'Horizon,FR,MAJ
FR2022_027,PS : La diPSarition ?,FR,MAJ
FR2022_028,Les Vedettes,FR,MAJ
FR2022_029,Vous ne désirez que moi,FR,MAJ
FR2022_030,After Blue (Paradis sale),FR,MAJ
FR2022_031,King,FR,MAJ
FR2022_031,King,BE,MIN
FR2022_032,La Vraie Famille,FR,MAJ
FR2022_033,Maison de retraite,FR,MAJ
FR2022_033,Maison de retraite,CH,MIN
FR2022_034,Nous,FR,MAJ
FR2022_035,Un autre monde,FR,MAJ
FR2022_036,Compagnons,FR,MAJ
FR2022_036,Compagnons,BE,MIN
FR2022_037,Ils sont vivants,FR,MAJ
FR2022_038,Maigret,FR,MAJ
FR2022_038,Maigret,BE,MIN
FR2022_039,Selon la police,FR,MAJ
FR2022_040,Zaï Zaï Zaï Zaï,FR,MAJ
FR2022_040,Zaï Zaï Zaï Zaï,BE,MIN
FR2022_041,Down in Paris,FR,MAJ
FR2022_042,Robuste,FR,MAJ
FR2022_042,Robuste,BE,MIN
FR2022_043,Viens je t'emmène,FR,MAJ
FR2022_043,Viens je t'emmène,BE,MIN
FR2022_044,À demain mon amour,FR,MAJ
FR2022_045,Goliath,FR,MAJ
FR2022_045,Goliath,BE,MIN
FR2022_046,La Campagne de France,FR,MAJ
FR2022_047,Ma nuit,FR,MAJ
FR2022_047,Ma nuit,BE,MIN
FR2022_048,Murder Party,FR,MAJ
FR2022_049,Permis de construire,FR,MAJ
FR2022_050,À plein temps,FR,MAJ
FR2022_051,Alors on danse,FR,MAJ
FR2022_052,Entre les vagues,FR,MAJ
FR2022_053,Funambules,FR,MAJ
FR2022_054,Notre-Dame brûle,FR,MAJ
FR2022_054,Notre-Dame brûle,IT,MIN
FR2022_055,Trois fois rien,FR,MAJ
FR2022_055,Trois fois rien,CA,MIN
FR2022_056,Bruno Reidal,FR,MAJ
FR2022_057,De nos frères blessés,FR,MAJ
FR2022_057,De nos frères blessés,BE,MIN
FR2022_057,De nos frères blessés,DZ,MIN
FR2022_058,La Brigade,FR,MAJ
FR2022_059,Le Temps des secrets,FR,MAJ
FR2022_060,Seule la Terre est éternelle,FR,MAJ
FR2022_061,Une mère,FR,MAJ
FR2022_062,En corps,FR,MAJ
FR2022_062,En corps,BE,MIN
FR2022_062,En corps,NL,MIN
FR2022_063,Le Monde d'hier,FR,MAJ
FR2022_064,À la folie,FR,MAJ
FR2022_065,En même temps,FR,MAJ
FR2022_066,Mon héroïne,FR,MAJ
FR2022_067,Qu'est-ce qu'on a tous fait au bon Dieu ?,FR,MAJ
FR2022_067,Qu'est-ce qu'on a tous fait au bon Dieu ?,BE,MIN
FR2022_068,À l'ombre des filles,FR,MAJ
FR2022_068,À l'ombre des filles,BE,MIN
FR2022_069,Les Gagnants,FR,MAJ
FR2022_070,Vortex,FR,MAJ
FR2022_070,Vortex,BE,MIN
FR2022_070,Vortex,MC,MIN
FR2022_071,Et j'aime à la fureur,FR,MAJ
FR2022_072,I Comete,FR,MAJ
FR2022_073,L'Hypothèse démocratique - une histoire basque,FR,MAJ
FR2022_074,Le Monde après nous,FR,MAJ
FR2022_075,Les Sans-dents,FR,MAJ
FR2022_076,Années 20,FR,MAJ
FR2022_077,Le Médecin imaginaire,FR,MAJ
FR2022_077,Le Médecin imaginaire,BE,MIN
FR2022_078,Sentinelle sud,FR,MAJ
FR2022_079,Les Passagers de la nuit,FR,MAJ
FR2022_080,Ténor,FR,MAJ
FR2022_081,Cœurs vaillants,FR,MAJ
FR2022_081,Cœurs vaillants,BE,MIN
FR2022_082,Les Folies Fermières,FR,MAJ
FR2022_083,On sourit pour la photo,FR,MAJ
FR2022_084,Tom,FR,MAJ
FR2022_084,Tom,BE,MIN
FR2022_085,J'adore ce que vous faites,FR,MAJ
FR2022_086,La Fabrique des pandémies,FR,MAJ
FR2022_087,Van Gogh in Love,FR,MAJ
FR2022_088,Frère et Sœur,FR,MAJ
FR2022_089,Don Juan,FR,MAJ
FR2022_089,Don Juan,BE,MIN
FR2022_090,Ça tourne à Saint-Pierre et Miquelon,FR,MAJ
FR2022_090,Ça tourne à Saint-Pierre et Miquelon,CA,MIN
FR2022_091,C'est magnifique !,FR,MAJ
FR2022_092,"Roland Gori, une époque sans esprit",FR,MAJ
FR2022_093,Champagne !,FR,MAJ
FR2022_094,"Mizrahim, les oubliés de la Terre Promise",FR,MAJ
FR2022_094,"Mizrahim, les oubliés de la Terre Promise",IL,MIN
FR2022_095,Petite Fleur,FR,MAJ
FR2022_095,Petite Fleur,AR,MIN
FR2022_095,Petite Fleur,ES,MIN
FR2022_095,Petite Fleur,BE,MIN
FR2022_096,Incroyable mais vrai,FR,MAJ
FR2022_096,Incroyable mais vrai,BE,MIN
FR2022_097,Mon amour,FR,MAJ
FR2022_098,L'Homme parfait,FR,MAJ
FR2022_099,Le Divorce de mes marrants,FR,MAJ
FR2022_099,Le Divorce de mes marrants,BE,MIN
FR2022_099,Le Divorce de mes marrants,US,MIN
FR2022_100,Les Goûts et les Couleurs,FR,MAJ
FR2022_101,En roue libre,FR,MAJ
FR2022_102,Irréductible,FR,MAJ
FR2022_103,Mastemah,FR,MAJ
FR2022_103,Mastemah,BE,MIN
FR2022_104,I Love Greece,FR,MAJ
FR2022_105,Peter von Kant,FR,MAJ
FR2022_105,Peter von Kant,BE,MIN
FR2022_106,Ducobu Président !,FR,MAJ
FR2022_106,Ducobu Président !,BE,MIN
FR2022_107,La Nuit du 12,FR,MAJ
FR2022_107,La Nuit du 12,BE,MIN
FR2022_108,Menteur,FR,MAJ
FR2022_109,Joyeuse retraite ! 2,FR,MAJ
FR2022_110,Magdala,FR,MAJ
FR2022_111,L'Année du requin,FR,MAJ
FR2022_112,La Très Très Grande Classe,FR,MAJ
FR2022_112,La Très Très Grande Classe,BE,MIN
FR2022_113,Les Vieux Fourneaux 2 : Bons pour l'asile,FR,MAJ
FR2022_114,Les Volets verts,FR,MAJ
FR2022_114,Les Volets verts,BE,MIN
FR2022_115,Avec amour et acharnement,FR,MAJ
FR2022_116,La Dégustation,FR,MAJ
FR2022_117,La Page blanche,FR,MAJ
FR2022_118,Les Cinq Diables,FR,MAJ
FR2022_119,Kompromat,FR,MAJ
FR2022_120,Le Tigre et le Président,FR,MAJ
FR2022_120,Le Tigre et le Président,BE,MIN
FR2022_121,Tout le monde aime Jeanne,FR,MAJ
FR2022_121,Tout le monde aime Jeanne,PT,MIN
FR2022_122,Walden,FR,MAJ
FR2022_123,À propos de Joan,FR,MAJ
FR2022_123,À propos de Joan,DE,MIN
FR2022_123,À propos de Joan,IE,MIN
FR2022_124,Canailles,FR,MAJ
FR2022_125,Citoyen d'honneur,FR,MAJ
FR2022_126,Tout fout le camp,FR,MAJ
FR2022_127,Transe,FR,MAJ
FR2022_127,Transe,ES,MIN
FR2022_127,Transe,IT,MIN
FR2022_128,L'Ombre de Goya par Jean-Claude Carrière,FR,MAJ
FR2022_128,L'Ombre de Goya par Jean-Claude Carrière,ES,MIN
FR2022_128,L'Ombre de Goya par Jean-Claude Carrière,PT,MIN
FR2022_129,Les Enfants des autres,FR,MAJ
FR2022_130,Les Secrets de mon père,FR,MAJ
FR2022_130,Les Secrets de mon père,BE,MIN
FR2022_131,Une belle course,FR,MAJ
FR2022_131,Une belle course,BE,MIN
FR2022_132,Jumeaux mais pas trop,FR,MAJ
FR2022_133,La Cour des Miracles,FR,MAJ
FR2022_134,Le Sixième Enfant,FR,MAJ
FR2022_135,Maria rêve,FR,MAJ
FR2022_136,Vacances,FR,MAJ
FR2022_137,Être prof,FR,MAJ
FR2022_137,Être prof,US,MIN
FR2022_138,L'Origine du mal,FR,MAJ
FR2022_138,L'Origine du mal,CA,MIN
FR2022_139,La Combattante,FR,MAJ
FR2022_139,La Combattante,BE,MIN
FR2022_140,Novembre,FR,MAJ
FR2022_141,Un beau matin,FR,MAJ
FR2022_141,Un beau matin,DE,MIN
FR2022_141,Un beau matin,GB,MIN
FR2022_142,Une femme de notre temps,FR,MAJ
FR2022_143,L'Innocent,FR,MAJ
FR2022_144,Le Petit Nicolas: Qu'est-ce qu'on attend pour être heureux ?,FR,MAJ
FR2022_144,Le Petit Nicolas: Qu'est-ce qu'on attend pour être heureux ?,LU,MIN
FR2022_145,Les Harkis,FR,MAJ
FR2022_145,Les Harkis,BE,MIN
FR2022_146,"Simone, le voyage du siècle",FR,MAJ
FR2022_147,Temps morts,FR,MAJ
FR2022_148,Belle et Sébastien : Nouvelle génération,FR,MAJ
FR2022_149,Le Nouveau Jouet,FR,MAJ
FR2022_150,"Le Pharaon, le Sauvage et la Princesse",FR,MAJ
FR2022_150,"Le Pharaon, le Sauvage et la Princesse",BE,MIN
FR2022_151,Reprise en main,FR,MAJ
FR2022_152,Bowling Saturne,FR,MAJ
FR2022_152,Bowling Saturne,BE,MIN
FR2022_153,L'école est à nous,FR,MAJ
FR2022_154,Plancha,FR,MAJ
FR2022_155,Super Z,FR,MAJ
FR2022_156,Mascarade,FR,MAJ
FR2022_157,Arvor de 2 à 5,FR,MAJ
FR2022_158,Jacky Caillou,FR,MAJ
FR2022_159,Couleurs de l'incendie,FR,MAJ
FR2022_159,Couleurs de l'incendie,BE,MIN
FR2022_160,Heureux les fêlés,FR,MAJ
FR2022_161,Les Lendemains de veille,FR,MAJ
FR2022_162,Pétaouchnok,FR,MAJ
FR2022_163,Trois Nuits par semaine,FR,MAJ
FR2022_164,Du crépitement sous les néons,FR,MAJ
FR2022_165,La Maison,FR,MAJ
FR2022_166,Le Défi de Noël,FR,MAJ
FR2022_167,Les Amandiers,FR,MAJ
FR2022_167,Les Amandiers,IT,MIN
FR2022_168,Les Engagés,FR,MAJ
FR2022_169,Les Femmes du square,FR,MAJ
FR2022_170,Plus que jamais,FR,MAJ
FR2022_170,Plus que jamais,DE,MIN
FR2022_170,Plus que jamais,LU,MIN
FR2022_170,Plus que jamais,NO,MIN
FR2022_171,Reste un peu,FR,MAJ
FR2022_172,Une comédie romantique,FR,MAJ
FR2022_173,Les Miens,FR,MAJ
FR2022_174,Mauvaises Filles,FR,MAJ
FR2022_175,Saint Omer,FR,MAJ
FR2022_176,Annie colère,FR,MAJ
FR2022_177,Fumer fait tousser,FR,MAJ
FR2022_178,Le Lycéen,FR,MAJ
FR2022_179,Le Torrent,FR,MAJ
FR2022_180,Les Pires,FR,MAJ
FR2022_181,Maestro(s),FR,MAJ
FR2022_181,Maestro(s),BE,MIN
FR2022_182,Nos frangins,FR,MAJ
FR2022_182,Nos frangins,DZ,MIN
FR2022_183,Ernest et Célestine : Le voyage en Charabie,FR,MAJ
FR2022_183,Ernest et Célestine : Le voyage en Charabie,LU,MIN
FR2022_184,Les Années Super-8,FR,MAJ
FR2022_185,Le Parfum vert,FR,MAJ
FR2022_185,Le Parfum vert,BE,MIN
FR2022_186,Le Petit Piaf,FR,MAJ
FR2022_187,Le Tourbillon de la vie,FR,MAJ
FR2022_188,Tempête,FR,MAJ
FR2022_188,Tempête,CA,MIN
FR2022_189,Choeur de rockers,FR,MAJ
FR2022_190,La Passagère,FR,MAJ
FR2022_191,Par coeurs,FR,MAJ
FR2021_001,Envole-moi,FR,MAJ
FR2021_001,Envole-moi,IT,MIN
FR2021_002,L'Étreinte,FR,MAJ
FR2021_003,Le Dernier Voyage,FR,MIN
FR2021_004,Mandibules,FR,MAJ
FR2021_005,Le Grand Secret du lien,FR,MAJ
FR2021_006,Si le vent tombe,FR,MAJ
FR2021_006,Si le vent tombe,AM,MIN
FR2021_006,Si le vent tombe,BE,MIN
FR2021_007,Vers la bataille,FR,MAJ
FR2021_007,Vers la bataille,CO,MIN
FR2021_008,Chacun chez soi,FR,MAJ
FR2021_009,Des hommes,FR,MAJ
FR2021_009,Des hommes,BE,MIN
FR2021_010,Playlist,FR,MAJ
FR2021_011,Villa Caprice,FR,MAJ
FR2021_011,Villa Caprice,BE,MIN
FR2021_012,May B,FR,MAJ
FR2021_013,L'Instant présent,FR,MAJ
FR2021_014,Le Discours,FR,MAJ
FR2021_014,Le Discours,BE,MIN
FR2021_015,Vaurien,FR,MAJ
FR2021_016,5ème Set,FR,MAJ
FR2021_017,La Nuée,FR,MAJ
FR2021_018,Les 2 Alfred,FR,MAJ
FR2021_019,Seize Printemps,FR,MAJ
FR2021_020,Un tour chez ma fille,FR,MAJ
FR2021_021,Gagarine,FR,MAJ
FR2021_022,Ibrahim,FR,MAJ
FR2021_023,Opération Portugal,FR,MAJ
FR2021_024,Tokyo Shaking,FR,MAJ
FR2021_024,Tokyo Shaking,BE,MIN
FR2021_025,La Fine Fleur,FR,MAJ
FR2021_026,Le Sens de la famille,FR,MAJ
FR2021_026,Le Sens de la famille,BE,MIN
FR2021_027,Présidents,FR,MAJ
FR2021_028,Soeurs,FR,MAJ
FR2021_028,Soeurs,DZ,MIN
FR2021_029,Sous le ciel d'Alice,FR,MAJ
FR2021_030,Teddy,FR,MAJ
FR2021_031,The Deep House,FR,MAJ
FR2021_031,The Deep House,BE,MIN
FR2021_032,Benedetta,FR,MAJ
FR2021_032,Benedetta,BE,MIN
FR2021_032,Benedetta,NL,MIN
FR2021_033,Bergman Island,FR,MAJ
FR2021_033,Bergman Island,BE,MIN
FR2021_033,Bergman Island,DE,MIN
FR2021_033,Bergman Island,SE,MIN
FR2021_033,Bergman Island,MX,MIN
FR2021_034,Frères d'arme,FR,MAJ
FR2021_035,Mystère à Saint-Tropez,FR,MAJ
FR2021_035,Mystère à Saint-Tropez,BE,MIN
FR2021_036,Titane,FR,MAJ
FR2021_036,Titane,BE,MIN
FR2021_037,Gunpowder Milkshake,FR,MAJ
FR2021_037,Gunpowder Milkshake,DE,MIN
FR2021_037,Gunpowder Milkshake,US,MIN
FR2021_038,Kaamelott - Premier volet,FR,MAJ
FR2021_039,"Onoda, 10 000 nuits dans la jungle",FR,MAJ
FR2021_039,"Onoda, 10 000 nuits dans la jungle",DE,MIN
FR2021_039,"Onoda, 10 000 nuits dans la jungle",BE,MIN
FR2021_039,"Onoda, 10 000 nuits dans la jungle",IT,MIN
FR2021_039,"Onoda, 10 000 nuits dans la jungle",JP,MIN
FR2021_040,C'est la vie,FR,MAJ
FR2021_040,C'est la vie,BE,MIN
FR2021_041,Les Sorcières de l'Orient,FR,MAJ
FR2021_042,Profession du père,FR,MAJ
FR2021_043,Le Tour du monde en 80 jours,FR,MAJ
FR2021_043,Le Tour du monde en 80 jours,BE,MIN
FR2021_044,De bas étage,FR,MAJ
FR2021_045,Messe basse,FR,MAJ
FR2021_046,OSS 117 : Alerte rouge en Afrique noire,FR,MAJ
FR2021_047,C'est quoi ce papy ?!,FR,MAJ
FR2021_048,Passion simple,FR,MAJ
FR2021_048,Passion simple,BE,MIN
FR2021_049,Pil,FR,MAJ
FR2021_050,Rouge,FR,MAJ
FR2021_050,Rouge,BE,MIN
FR2021_051,Attention au départ,FR,MAJ
FR2021_051,Attention au départ,BE,MIN
FR2021_052,BAC Nord,FR,MAJ
FR2021_053,Les Fantasmes,FR,MAJ
FR2021_054,Louloute,FR,MAJ
FR2021_055,Fragile,FR,MAJ
FR2021_056,La Terre des hommes,FR,MAJ
FR2021_057,Gogo,FR,MAJ
FR2021_058,Laila in Haifa,FR,MAJ
FR2021_058,Laila in Haifa,IL,MIN
FR2021_059,"Le Fils de l'épicière, le maire, le village et le monde",FR,MAJ
FR2021_059,"Le Fils de l'épicière, le maire, le village et le monde",BE,MIN
FR2021_060,Un triomphe,FR,MAJ
FR2021_061,Boîte noire,FR,MAJ
FR2021_062,Délicieux,FR,MAJ
FR2021_062,Délicieux,BE,MIN
FR2021_063,La Nuit des rois,FR,MAJ
FR2021_063,La Nuit des rois,CA,MIN
FR2021_063,La Nuit des rois,CI,MIN
FR2021_064,La Vie de château,FR,MAJ
FR2021_065,Les Méchants,FR,MAJ
FR2021_066,L'Origine du monde,FR,MAJ
FR2021_066,L'Origine du monde,BE,MIN
FR2021_067,La Ferme qui soigne - Agroécologie et médecines,FR,MAJ
FR2021_068,Les Amours d'Anaïs,FR,MAJ
FR2021_069,Pourris gâtés,FR,MAJ
FR2021_070,La Troisième Guerre,FR,MAJ
FR2021_071,"Là, où le temps s'est arrêté",FR,MAJ
FR2021_072,Tout s'est bien passé,FR,MAJ
FR2021_073,Cette musique ne joue pour personne,FR,MAJ
FR2021_073,Cette musique ne joue pour personne,BE,MIN
FR2021_074,En route pour le milliard,FR,MAJ
FR2021_074,En route pour le milliard,QA,MIN
FR2021_074,En route pour le milliard,BE,MIN
FR2021_075,Eugénie Grandet,FR,MAJ
FR2021_075,Eugénie Grandet,GB,MIN
FR2021_075,Eugénie Grandet,BE,MIN
FR2021_076,Guermantes,FR,MAJ
FR2021_077,J'ai aimé vivre là,FR,MAJ
FR2021_078,La Traversée,FR,MAJ
FR2021_078,La Traversée,CZ,MIN
FR2021_078,La Traversée,DE,MIN
FR2021_079,Gaza mon amour,FR,MAJ
FR2021_079,Gaza mon amour,DE,MIN
FR2021_079,Gaza mon amour,PT,MIN
FR2021_079,Gaza mon amour,PS,MIN
FR2021_079,Gaza mon amour,QA,MIN
FR2021_080,Le Kiosque,FR,MAJ
FR2021_081,Tralala,FR,MAJ
FR2021_082,Debout les femmes !,FR,MAJ
FR2021_083,Eiffel,FR,MAJ
FR2021_083,Eiffel,DE,MIN
FR2021_084,L'Homme de la cave,FR,MAJ
FR2021_085,Le Loup et le Lion,FR,MAJ
FR2021_085,Le Loup et le Lion,CA,MIN
FR2021_086,"Le Poète illuminé, Germain Nouveau (1851-1920)",FR,MAJ
FR2021_087,Le Traducteur,FR,MAJ
FR2021_087,Le Traducteur,CH,MIN
FR2021_087,Le Traducteur,BE,MIN
FR2021_087,Le Traducteur,SY,MIN
FR2021_087,Le Traducteur,US,MIN
FR2021_088,À la vie,FR,MAJ
FR2021_089,Illusions perdues,FR,MAJ
FR2021_089,Illusions perdues,BE,MIN
FR2021_090,Le Trésor du petit Nicolas,FR,MAJ
FR2021_090,Le Trésor du petit Nicolas,BE,MIN
FR2021_091,Les Héroïques,FR,MAJ
FR2021_092,"Spectre: Sanity, Madness & the Family",FR,MAJ
FR2021_093,Tonton Manu,FR,MAJ
FR2021_094,Tout nous sourit,FR,MAJ
FR2021_094,Tout nous sourit,BE,MIN
FR2021_095,La Fracture,FR,MAJ
FR2021_096,Lui,FR,MAJ
FR2021_096,Lui,BE,MIN
FR2021_097,Albatros,FR,MAJ
FR2021_097,Albatros,BE,MIN
FR2021_098,"Les Olympiades, Paris 13e",FR,MAJ
FR2021_099,My Son,FR,MAJ
FR2021_099,My Son,GB,MIN
FR2021_099,My Son,DE,MIN
FR2021_100,Pingouin et Goëland et leurs 500 petits,FR,MAJ
FR2021_101,Si on chantait,FR,MAJ
FR2021_102,A Good Man,FR,MAJ
FR2021_102,A Good Man,BE,MIN
FR2021_103,Aline,FR,MAJ
FR2021_103,Aline,CA,MIN
FR2021_104,Entre deux trains,FR,MAJ
FR2021_105,Haute Couture,FR,MAJ
FR2021_106,Marcher sur l'eau,FR,MAJ
FR2021_106,Marcher sur l'eau,BE,MIN
FR2021_107,Partir ?,FR,MAJ
FR2021_107,Partir ?,CM,MIN
FR2021_108,Les Bodin's en Thaïlande,FR,MAJ
FR2021_109,On est fait pour s'entendre,FR,MAJ
FR2021_110,Oranges sanguines,FR,MAJ
FR2021_111,Retourner à Sölöz,FR,MAJ
FR2021_112,De son vivant,FR,MAJ
FR2021_112,De son vivant,BE,MIN
FR2021_113,Mon fils Malik,FR,MAJ
FR2021_114,La Grande Aventure du Cirque Plume,FR,MAJ
FR2021_115,La Pièce rapportée,FR,MAJ
FR2021_116,Les Choses humaines,FR,MAJ
FR2021_117,Maman pleut des cordes,FR,MAJ
FR2021_118,Les rêves ne meurent jamais,FR,MAJ
FR2021_119,Au cœur du bois,FR,MAJ
FR2021_120,Les Tuche 4,FR,MAJ
FR2021_121,Lingui,FR,MAJ
FR2021_121,Lingui,DE,MIN
FR2021_121,Lingui,BE,MIN
FR2021_121,Lingui,TD,MIN
FR2021_122,Rose,FR,MAJ
FR2021_123,Une femme du monde,FR,MAJ
FR2021_124,Mes très chers enfants,FR,MAJ
FR2021_125,Mystère,FR,MAJ
FR2021_126,Noël et sa mère,FR,MAJ
FR2021_127,Madeleine Collins,FR,MAJ
FR2021_127,Madeleine Collins,BE,MIN
FR2021_127,Madeleine Collins,CH,MIN
FR2021_128,Mince alors 2 !,FR,MAJ
