film_id,nat_title,character_id,person_id,ch_age,ch_gender,ch_sexuality,ch_porigin,ch_class,ch_profession,ch_ability,,,,,,,,,,,,,,,
DE2021_047,Gender Crisis,DE2021_001_47,Hans Bayer,,,,,,,,,,,,,,,,,,,,,,
DE2021_048,The Royal Game,DE2021_001_48,Anton Rattinger,,,,,,,,,,,,,,,,,,,,,,
DE2021_049,The Sunlit Night,DE2021_001_49,Jessica Hecht,,,,,,,,,,,,,,,,,,,,,,
DE2021_050,Zu den Sternen,DE2021_001_50,Günter Barton ,3,M,HE,WWE,MC,UN,AB,,,,,,,,,,,,,,,
DE2021_050,Zu den Sternen,DE2021_001_50,Florian Martens,3,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
DE2021_051,Nö,DE2021_001_51,Isolde Barth,,,,,,,,,,,,,,,,,,,,,,
DE2021_052,Die Pfefferkörner und der Schatz der Tiefsee,DE2021_001_52,Heino Ferch,,,,,,,,,,,,,,,,,,,,,,
DE2021_053,Le Prince,DE2021_001_53,Lisa Bierwirth,,,,,,,,,,,,,,,,,,,,,,
DE2021_054,Lost in Face ,DE2021_001_54,Carlotta,3,F,HE,WWE,MC,SE,PD,,,,,,,,,,,,,,,
DE2021_055,Das Haus ,DE2021_001_55,Tobias Moretti ,3,M,HE,WWE,UM,EM,AB,,,,,,,,,,,,,,,
DE2021_056,Der Siebzehnte,DE2021_001_56,Jörg Janzer,,,,,,,,,,,,,,,,,,,,,,
DE2021_057,Uta,DE2021_001_57,Uta,3,F,HO,WWE,LC,UN,AB,,,,,,,,,,,,,,,
DE2021_058,Die Schule der magischen Tiere,DE2021_001_58,Justus Von Dohnanyi,,,,,,,,,,,,,,,,,,,,,,
DE2021_059,Endlich Tacheles,DE2021_001_59,?,,,,,,,,,,,,,,,,,,,,,,
DE2021_060,"Es ist nur eine Phase, Hase",DE2021_001_60,Christoph Maria Herbst,2,,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
DE2021_061,Eine einsame Stadt,DE2021_001_61,?,,,,,,,,,,,,,,,,,,,,,,
DE2021_062,Genderation,DE2021_001_62,Annie Sprinkle,3,T,BI,WNA,MC,SE,AB,,,,,,,,,,,,,,,
DE2021_062,Genderation,DE2021_001_62,Beth Stevens,3,T,BI,WNA,MC,SE,AB,,,,,,,,,,,,,,,
DE2021_063,Die letzte Stadt ,DE2021_001_63,John Erdman,,,,,,,,,,,,,,,,,,,,,,
DE2021_064,Contra,DE2021_001_64,Christoph Maria Herbst,2,M,HE,WWE,UC,EM,AB,,,,,,,,,,,,,,,
DE2021_065,Monster Family 2,DE2021_001_65,Jason Isaacs,,,,,,,,,,,,,,,,,,,,,,
DE2021_066,Paris - Kein Tag ohne dich,DE2021_001_66,?,,,,,,,,,,,,,,,,,,,,,,
DE2021_067,Die Rettung der uns bekannten Welt,DE2021_001_67,Til Schweiger,2,M,HE,WWE,UC,EM,AB,,,,,,,,,,,,,,,
DE2021_068,Eine Handvoll Wasser,DE2021_001_68,Jürgen Prochnow,4,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
DE2021_069,Windstill,DE2021_001_69,Katarina Klaffs ,,,,,,,,,,,,,,,,,,,,,,
DE2021_070,Lieber Thomas,DE2021_001_70,Jörg Schüttauf,,,,,,,,,,,,,,,,,,,,,,
DE2021_071,Tagundnachtgleiche,DE2021_001_71,Lina Wendel,,,,,,,,,,,,,,,,,,,,,,
DE2021_072,Baden gegen Württemberg,DE2021_001_72,Stephan Baumecker ,2,M,HE,WWE,UC,EM,AB,,,,,,,,,,,,,,,
DE2021_072,Baden gegen Württemberg,DE2021_001_72,Babett Arens,2,F,HE,WWE,UC,EM,AB,,,,,,,,,,,,,,,
DE2021_073,Bilder meiner Mutter,DE2021_001_73,?,,,,,,,,,,,,,,,,,,,,,,
DE2021_074,Hannes ,DE2021_001_74,Gabriela Maria Schmeide,,,,,,,,,,,,,,,,,,,,,,
DE2021_075,A Pure Place,DE2021_001_75,Sam Louwyck,2,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
DE2021_076,Plan A ,DE2021_001_76,Yehuda Almagor,,,,,,,,,,,,,,,,,,,,,,
DE2021_077,Zeros and Ones,DE2021_001_77,Babak Karimi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
DE2022_001,Wunderschön ,DE2021_001_01,TBD,3,F,HE,WU,MC, ,AB,,,,,,,,,,,,,,,
DE2022_002,Das Mädchen mit den goldenen Hände,DE2021_001_02,TBD,3,F,HE,WU,MC,EM,AB,,,,,,,,,,,,,,,
DE2022_003,Bettina,DE2021_001_03,TBD,4,F, ,EU,MC,SE,AB,,,,,,,,,,,,,,,
DE2022_004,Alles in bester Ordnung,DE2021_001_04,TBD,3,F,HE,WU,UM, ,AB,,,,,,,,,,,,,,,
DE2022_005,Heikos Welt,DE2021_001_05,TBD,3,M,HE,WU,LM,EM,AB,,,,,,,,,,,,,,,
DE2022_006,A E I O U - Das schnelle Alphabet der Liebe,DE2021_001_06,TBD,3,F,HE,WU,UM,EM,AB,,,,,,,,,,,,,,,
DE2022_007,Freibad,DE2021_001_07,TBD,4,F,HE,WU,MC, ,AB,,,,,,,,,,,,,,,
DE2022_008,Alle reden übers Wetter ,DE2021_001_08,TBD,3, , , , , , ,,,,,,,,,,,,,,,
DE2022_009,      Mittagsstunde,DE2021_001_09,TBD,4,F,HE,WU,MC,SE,TD,,,,,,,,,,,,,,,
DE2022_010,Mutter,DE2021_001_10,TBD, , , , , , , ,,,,,,,,,,,,,,,
DE2022_011,Der Nachname,DE2021_001_11,TBD,4,F,HE,WU,MC, ,AB,,,,,,,,,,,,,,,
DE2022_012,Wer gräbt den Bestatter ein?,DE2021_001_12,TBD,3,M,HE,WU,LM,EM,AB,,,,,,,,,,,,,,,
DE2022_013,Die stillen Trabanten,DE2021_001_13,TBD,3,F,HO,WU,LM,EM,AB,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,GB2021_001_01,Ralph Fiennes,2,M,,,UM,EM,AB,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,GB2021_001_02,Christoph Waltz,2,M,,,UC,SE,AB,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,GB2021_001_03,Jeffrey Wright,2,M,,,UM,EM,AB,,,,,,,,,,,,,,,
GB2021_002,The King's Man,GB2021_002_01,Ralph Fiennes,2,M,HE,,UC,SE,TD,,,,,,,,,,,,,,,
GB2021_002,The King's Man,GB2021_002_02,Charles Dance,3,M,,,UC,EM,AB,,,,,,,,,,,,,,,
GB2021_002,The King's Man,GB2021_002_03,Djimon Hounsou,2,M,,,LM,EM,AB,,,,,,,,,,,,,,,
GB2021_002,The King's Man,GB2021_002_04,Stanley Tucci,2,M,,,UM,EM,AB,,,,,,,,,,,,,,,
GB2021_002,The King's Man,GB2021_002_05,Ron Cook,3,M,HE,,UC,SE,AB,,,,,,,,,,,,,,,
GB2021_003,Minamata,GB2021_003_01,Johnny Depp,2,M,HE,WNA,UM,EM,AB,,,,,,,,,,,,,,,
GB2021_003,Minamata,GB2021_003_02,Bill Nighy,3,,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
GB2021_003,Minamata,GB2021_003_03,Jun Kunimura,3,,,EAS,UC,SE,AB,,,,,,,,,,,,,,,
GB2021_003,Minamata,GB2021_003_04,Hiroyuki Sanada,2,,,EAS,LM,,AB,,,,,,,,,,,,,,,
GB2021_004,Last Night in Soho,GB2021_004_01,Terence Stamp,4,M,HE,WWE,UC,,AB,,,,,,,,,,,,,,,
GB2021_005,The Father,GB2021_005_01,Anthony Hopkins,4,M,HE,WWE,UM,RE,AB,,,,,,,,,,,,,,,
GB2021_006,A Boy Called Christmas,GB2021_006_01,Maggie Smith,4,F,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
GB2021_006,A Boy Called Christmas,GB2021_006_02,Jim Broadbent,3,M,,WWE,UC,SE,AB,,,,,,,,,,,,,,,
GB2021_007,Supernova,GB2021_007_01,Colin Firth,3,M,HO,WWE,UM,RE,AB,,,,,,,,,,,,,,,
GB2021_007,Supernova,GB2021_007_02,Stanley Tucci,3,M,HO,WWE,UM,RE,CI,,,,,,,,,,,,,,,
GB2021_007,Supernova,GB2021_007_03,Pippa Haywood,3,F,,WWE,,,,,,,,,,,,,,,,,,
GB2021_007,Supernova,GB2021_007_04,Sarah Woodward,3,F,,WWE,,,,,,,,,,,,,,,,,,
GB2021_008,Boxing Day,GB2021_008_01,Marianne Jean-Baptiste,3,F,HE,BWE,UM,,AB,,,,,,,,,,,,,,,
GB2021_008,Boxing Day,GB2021_008_02,Stephen Dillane,3,M,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
GB2021_009,Mothering Sunday,GB2021_009_01,Colin Firth,3,M,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
GB2021_009,Mothering Sunday,GB2021_009_02,Glenda Jackson,4,F,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
GB2021_010,The Last Bus,GB2021_010_01,Timothy Spall,4,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
GB2021_010,The Last Bus,GB2021_010_02,Phyllis Logan,4,F,HE,WWE,MC,RE,,,,,,,,,,,,,,,,
GB2021_011,Off the rails,GB2021_011_01,Jenny Seagrove,2,F,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
GB2021_011,Off the rails,GB2021_011_02,Kelly Preston,2,F,HE,WNA,UM,EM,AB,,,,,,,,,,,,,,,
GB2021_011,Off the rails,GB2021_011_03,Ben Miller,2,M,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
GB2021_011,Off the rails,GB2021_011_04,Franco Nero,3,M,HE,WWE,UM,,AB,,,,,,,,,,,,,,,
GB2021_011,Off the rails,GB2021_011_05,Judi Dench,4,F,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
GB2021_012,The Mauritanian,GB2021_012_01,Jodie Foster,2,F,,WNA,UM,SE,AB,,,,,,,,,,,,,,,
GB2021_012,The Mauritanian,GB2021_012_02,Corey Johnson,2,M,,WNA,UM,EM,AB,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,GB2021_014_01,Vinnie Jones,2,M,HE,WWE,LM,SE,AB,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,GB2021_014_02,Craig Fairbrass,2,M,HE,WWE,LM,SE,AB,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,GB2021_014_03,Michelle Collins,2,F,HE,WWE,,,AB,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,GB2021_014_04,Keith Allen,2,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,GB2021_014_05,Billy Murray,2,M,,WWE,,,AB,,,,,,,,,,,,,,,
GB2021_015,To Olivia,GB2021_015_01,Hugh Bonneville,2,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
GB2021_015,To Olivia,GB2021_015_02,Geoffrey Palmer,3,M,HE,WWE,,,,,,,,,,,,,,,,,,
GB2021_015,To Olivia,GB2021_015_03,Conleth Hill,2,M,HE,WWE,,,,,,,,,,,,,,,,,,
GB2021_017,After Love,GB2021_017_01,Joanna Scanlan,2,F,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
GB2021_017,After Love,GB2021_017_02,Nathalie Richard,2,F,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
GB2021_018,Six Minutes to Midnight,GB2021_018_01,Eddie Izzard,2,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
GB2021_018,Six Minutes to Midnight,GB2021_018_02,Judi Dench,3,F,,WWE,MC,SE,AB,,,,,,,,,,,,,,,
GB2021_018,Six Minutes to Midnight,GB2021_018_03,Jim Broadbent,3,M,,WWE,LM,EM,AB,,,,,,,,,,,,,,,
GB2021_019,The Dig,GB2021_019_01,Ralph Fiennes,2,M,HE,WWE,LC,EM,AB,,,,,,,,,,,,,,,
GB2021_019,The Dig,GB2021_019_02,Danny Webb,3,M,,WWE,,,,,,,,,,,,,,,,,,
GB2021_019,The Dig,GB2021_019_03,Ken Stott,3,M,,WWE,UM,EM,PD,,,,,,,,,,,,,,,
GB2021_020,The Unforgivable,GB2021_020_01,Sandra Bullock,2,F,,WNA,LC,EM,AB,,,,,,,,,,,,,,,
GB2021_020,The Unforgivable,GB2021_020_02,Vincent D'Onofrio,2,M,HE,WNA,UM,SE,AB,,,,,,,,,,,,,,,
GB2021_020,The Unforgivable,GB2021_020_03,Viola Davis,2,F,HE,BNA,UM,,AB,,,,,,,,,,,,,,,
GB2021_022,Dracula on Holiday,GB2021_022_01,Chris Bearne,3,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
GB2021_023,The Football Monologues,GB2021_023_01,Brian Bovell,3,M,,BWE,MC,,AB,,,,,,,,,,,,,,,
GB2021_023,The Football Monologues,GB2021_023_02,Stephen Boxer,3,M,,WWE,MC,,AB,,,,,,,,,,,,,,,
GB2021_025,Everybody's Talking About Jamie,GB2021_025_01,Richard E. Grant,3,M,HO,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_025,Everybody's Talking About Jamie,GB2021_025_02,Sarah Lancashire,2,F,HE,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_026,The Obscure Life of the Grand Duke of Corsica,GB2021_026_01,Timothy Spall,3,M,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
GB2021_026,The Obscure Life of the Grand Duke of Corsica,GB2021_026_02,Peter Stormare,3,M,,WWE,UC,SE,CI,,,,,,,,,,,,,,,
GB2021_028,Red Mist,GB2021_028_01,David Hayman,3,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
GB2021_030,Creation Stories,GB2021_030_01,Jason Isaacs,2,M,,WWE,UM,SE,AB,,,,,,,,,,,,,,,
GB2021_031,Twist,GB2021_031_01,Michael Caine,4,M,,WWE,UM,SE,AB,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,GB2021_032_01,Leslie Ash,3,F,,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,GB2021_032_02,Mark Wingett,3,M,,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,GB2021_032_03,Toyah Wilcox,3,F,,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,GB2021_032_04,Trevor Laird,3,M,,BWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,GB2021_032_05,Gary Shail,3,M,,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,GB2021_032_06,Perry Benson,3,M,,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_034,The Toll,GB2021_034_01,Michael Smiley,3,M,,WWE,MC,SE,AB,,,,,,,,,,,,,,,
GB2021_034,The Toll,GB2021_034_02,Gary Beadle,3,M,,BWE,UM,EM,AB,,,,,,,,,,,,,,,
GB2021_034,The Toll,GB2021_034_03,Julian Glover,4,M,,WWE,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,GB2021_035_01,Michael Gould,2,M,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
GB2021_035,Undergods,GB2021_035_02,Hayley Carmichael,2,F,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
GB2021_035,Undergods,GB2021_035_03,Ned Dennehy,2,M,HE,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_035,Undergods,GB2021_035_04,Eric Godon,3,M,,WWE,UM,,AB,,,,,,,,,,,,,,,
GB2021_035,Undergods,GB2021_035_05,Jan Bijvoet,2,M,,WEE,UM,,AB,,,,,,,,,,,,,,,
GB2021_035,Undergods,GB2021_035_06,Lorraine Hilton,3,F,,WWE,MC,,AB,,,,,,,,,,,,,,,
GB2021_035,Undergods,GB2021_035_07,Sam Louwyck,2,M,HE,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_035,Undergods,GB2021_035_08,Adrian Rawlins,2,M,HE,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_036,Lawrence: After Arabia,GB2021_036_01,Mark J.T. Griffin,3,M,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
GB2021_036,Lawrence: After Arabia,GB2021_036_02,Hugh Fraser,3,M,,WWE,UC,EM,AB,,,,,,,,,,,,,,,
GB2021_036,Lawrence: After Arabia,GB2021_036_03,Colin Blyth,3,M,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
GB2021_038,The War Below,GB2021_038_01,Douglas Reith,3,M,,WWE,UC,EM,AB,,,,,,,,,,,,,,,
GB2021_041,Bull,GB2021_041_01,David Hayman,3,M,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
GB2021_042,La Cha Cha,GB2021_042_01,William Thomas,3,M,,WWE,LC,RE,AB,,,,,,,,,,,,,,,
GB2021_042,La Cha Cha,GB2021_042_02,Melanie Walters,3,F,HE,WWE,LC,RE,AB,,,,,,,,,,,,,,,
GB2021_042,La Cha Cha,GB2021_042_03,Di Botcher,3,F,,WWE,LC,RE,AB,,,,,,,,,,,,,,,
GB2021_042,La Cha Cha,GB2021_042_04,Keith Allen,3,M,,WWE,LC,RE,AB,,,,,,,,,,,,,,,
GB2021_043,Shepherd,GB2021_043_01,Greta Schacchi,3,F,HE,WWE,LM,SE,AB,,,,,,,,,,,,,,,
GB2021_045,The Colour Room,GB2021_045_01,Bill Patterson,3,M,,WWE,UC,SE,AB,,,,,,,,,,,,,,,
GB2021_045,The Colour Room,GB2021_045_02,Tony Pitts,2,M,,WWE,,,,,,,,,,,,,,,,,,
GB2021_045,The Colour Room,GB2021_045_03,David Morrissey,2,M,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
GB2021_045,The Colour Room,GB2021_045_04,Adrian Rawlins,3,M,,WWE,,,,,,,,,,,,,,,,,,
GB2021_047,Rare Beasts,GB2021_047_01,Kerry Fox,3,F,HE,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_047,Rare Beasts,GB2021_047_02,David Thewlis,3,M,HE,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2021_048,Blithe Spirit,GB2021_048_01,Colin Stinton,3,M,,WNA,,,,,,,,,,,,,,,,,,
GB2021_048,Blithe Spirit,GB2021_048_02,Dave Johns,3,M,,WWE,,,,,,,,,,,,,,,,,,
GB2021_048,Blithe Spirit,GB2021_048_03,Judi Dench,4,F,,WWE,MC,SE,AB,,,,,,,,,,,,,,,
GB2021_048,Blithe Spirit,GB2021_048_04,Michele Dotrice,3,F,,WWE,LC,EM,AB,,,,,,,,,,,,,,,
GB2020_001,1917,GB2020_001_01,Colin Firth,2,M,,WWE,UC,EM,AB,,,,,,,,,,,,,,,
GB2020_001,1917,GB2020_001_01,Mark Strong,2,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
GB2020_002,Emma,GB2020_002_01,Bill Nighy,3,M,HE,WWE,UC,RE,CI,,,,,,,,,,,,,,,
GB2020_003,The Personal History of David Copperfield,GB2020_003_01,Hugh Laurie,3,M,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
GB2020_003,The Personal History of David Copperfield,GB2020_003_02,Tilda Swinton,3,F,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
GB2020_003,The Personal History of David Copperfield,GB2020_003_03,Peter Capaldi,3,M,HE,WWE,LC,UN,AB,,,,,,,,,,,,,,,
GB2020_004,Military Wives,GB2020_004_01,Kristin Scott Thomas,2,F,HE,WWE,MC,UN,AB,,,,,,,,,,,,,,,
GB2020_005,Greed,GB2020_005_01,Steve Coogan,2,M,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
GB2020_006,The Secret Garden,GB2020_006_01,Colin Firth,2,M,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
GB2020_006,The Secret Garden,GB2020_006_02,Julie Walters,3,F,,WWE,LM,EM,AB,,,,,,,,,,,,,,,
GB2020_007,Misbehaviour,GB2020_007_01,Lesley Manville,3,F,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
GB2020_007,Misbehaviour,GB2020_007_02,Stephen Boxer,3,M,,WWE,MC,,,,,,,,,,,,,,,,,
GB2020_007,Misbehaviour,GB2020_007_03,Phyllis Logan,3,F,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
GB2020_007,Misbehaviour,GB2020_007_04,Greg Kinnear,3,M,HE,WNA,UC,EM,AB,,,,,,,,,,,,,,,
GB2020_008,Pixie,GB2020_008_01,Alec Baldwin,3,M,,WWE,UM,SE,AB,,,,,,,,,,,,,,,
GB2020_008,Pixie,GB2020_008_02,Colm Meany,3,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
GB2020_008,Pixie,GB2020_008_03,Ned Dennehy,3,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
GB2020_009,Hope Gap,GB2020_009_01,Annette Bening,3,F,HE,WNA,MC,,AB,,,,,,,,,,,,,,,
GB2020_009,Hope Gap,GB2020_009_02,Bill Nighy,3,M,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
GB2020_010,Summerland,GB2020_010_01,Penelope Wilton,3,F,HO,WWE,MC,SE,AB,,,,,,,,,,,,,,,
GB2020_010,Summerland,GB2020_010_02,Tom Courtenay,3,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
GB2020_010,Summerland,GB2020_010_03,Siân Phillips,4,F,,WWE,,,,,,,,,,,,,,,,,,
GB2020_011,23 walks,GB2020_011_01,Dave Johns,3,M,HE,WWE,LC,,AB,,,,,,,,,,,,,,,
GB2020_011,23 walks,GB2020_011_02,Alison Steadman,3,F,,WWE,MC,,AB,,,,,,,,,,,,,,,
GB2020_011,23 walks,GB2020_011_03,Bob Goody,3,M,HE,WWE,,,AB,,,,,,,,,,,,,,,
GB2020_012,Come Away,GB2020_012_01,Michael Caine,4,M,,WWE,UM,SE,AB,,,,,,,,,,,,,,,
GB2020_012,Come Away,GB2020_012_02,Clarke Peters,3,M,,BNA,MC,UN,PD,,,,,,,,,,,,,,,
GB2020_013,Love Sarah,GB2020_013_01,Celia Imrie,3,F,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
GB2020_013,Love Sarah,GB2020_013_02,Bill Patterson,3,M,HE,WWE,UM,EM,AB,,,,,,,,,,,,,,,
GB2020_015,The Owners,GB2020_015_01,Sylvester McCoy,4,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
GB2020_015,The Owners,GB2020_015_02,Rita Tushingham,4,F,HE,WWE,UM,SE,CI,,,,,,,,,,,,,,,
GB2020_016,Fatman,GB2020_016_01,Mel Gibson,3,M,HE,WNA,MC,SE,AB,,,,,,,,,,,,,,,
GB2020_016,Fatman,GB2020_016_02,Marianne Jean-Baptiste,3,F,HE,BNA,MC,SE,AB,,,,,,,,,,,,,,,
GB2020_016,Fatman,GB2020_016_03,Deborah Grover,4,F,HE,WNA,UC,RE,PD,,,,,,,,,,,,,,,
GB2020_018,Rebecca,GB2020_018_01,Kristin Scott Thomas,2,F,HO,WWE,LM,EM,AB,,,,,,,,,,,,,,,
GB2020_018,Rebecca,GB2020_018_02,Ann Dowd,3,F,,WWE,UC,,AB,,,,,,,,,,,,,,,
GB2020_020,Eternal Beauty,GB2020_020_01,David Thewlis,2,M,HE,WWE,LM,,CI,,,,,,,,,,,,,,,
GB2020_020,Eternal Beauty,GB2020_020_02,Penelope Wilton,3,F,HE,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2020_020,Eternal Beauty,GB2020_020_03,Robert Pugh,3,M,HE,WWE,LM,,AB,,,,,,,,,,,,,,,
GB2020_022,Concrete Plans,GB2020_022_01,William Thomas,3,M,,WWE,LM,EM,AB,,,,,,,,,,,,,,,
GB2020_023,C.L.E.A.N.,GB2020_023_01,Tom Sizemore,2,M,,WNA,,,,,,,,,,,,,,,,,,
GB2020_023,C.L.E.A.N.,GB2020_023_02,Angelo Borer,3,M,,WEE,,,,,,,,,,,,,,,,,,
GB2020_024,Villain,GB2020_024_01,Craig Fairbrass,2,M,HE,WWE,LM,EM,AB,,,,,,,,,,,,,,,
GB2020_024,Villain,GB2020_024_02,Robert Glenister,3,M,,WWE,UM,SE,AB,,,,,,,,,,,,,,,
GB2020_025,Cordelia,,,,,,,,,,,,,,,,,,,,,,,,
GB2020_026,The Loss Adjuster,GB2020_026_01,Guy Siner,3,M,,WWE,MC,RE,AB,,,,,,,,,,,,,,,
GB2020_026,The Loss Adjuster,GB2020_026_02,Joan Collins,4,F,,WWE,UM,RE,AB,,,,,,,,,,,,,,,
GB2020_028,Perfect Strangers,GB2020_028_01,Sylvester McCoy,3,M,,WWE,MC,RE,AB,,,,,,,,,,,,,,,
GB2020_028,Perfect Strangers,GB2020_028_02,Clare Grogan,3,F,,WWE,MC,,AB,,,,,,,,,,,,,,,
GB2020_028,Perfect Strangers,GB2020_028_03,Frazer Hines,3,M,,WWE,MC,RE,AB,,,,,,,,,,,,,,,
GB2020_030,Philophobia,GB2020_030_01,James Faulkner,3,M,,WWE,MC,,,,,,,,,,,,,,,,,
GB2020_030,Philophobia,GB2020_030_02,Marc Danbury,2,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
GB2020_032,The Man in the Hat,GB2020_032_01,Ciarán Hinds,3,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
GB2020_032,The Man in the Hat,GB2020_032_02,Stephen Dillane,3,M,,WWE,LC,,AB,,,,,,,,,,,,,,,
GB2020_035,Mogul Mowgli,GB2020_035_01,Suddha Bhuchar,3,F,,SOA,LM,,AB,,,,,,,,,,,,,,,
GB2020_036,Calm with Horses,GB2020_036_01,Ned Dennehy,3,M,,WWE,MC,SE,AB,,,,,,,,,,,,,,,
GB2020_041,Patients of a Saint,GB2020_041_01,Gabz Barker,3,F,HE,WWE,,,,,,,,,,,,,,,,,,
GB2020_041,Patients of a Saint,GB2020_041_02,Christopher Dunne,3,M,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
ES2020_001,Padre no hay más que uno 2: La llegada de la suegra,ES2020_001_01,Loles León,3,F,HE,WWE,UM,RE,AB,,,,,,,,,,,,,,,
ES2020_001,Padre no hay más que uno 2: La llegada de la suegra,ES2020_001_02,Santiago Segura,2,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
ES2020_001,Padre no hay más que uno 2: La llegada de la suegra,ES2020_001_03,Leo Harlem,2,M,HE,WWE,MC,UN,AB,,,,,,,,,,,,,,,
ES2020_002,Malasaña 32,ES2020_002_01,Concha Velasco,4,F,,WWE,MC,,,,,,,,,,,,,,,,,
ES2020_002,Malasaña 32,ES2020_002_02,Javier Botet,4,F,,WWE,MC,,,,,,,,,,,,,,,,,
ES2020_002,Malasaña 32,ES2020_002_03,José Luis de Madariaga,4,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_003,Superagente Makey,ES2020_003_01,Leo Harlem,2,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_003,Superagente Makey,ES2020_003_02,Jordi Sánchez,2,M,,WWE,LM,UN,AB,,,,,,,,,,,,,,,
ES2020_004,La boda de Rosa,ES2020_004_01,Sergi López,2,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
ES2020_004,La boda de Rosa,ES2020_004_02,Ramón Barea,3,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_005,El plan,ES2020_005_01,Chema del Barco,2,M,,WWE,LM,UN,AB,,,,,,,,,,,,,,,
ES2020_006,El inconveniente,ES2020_006_01,Kiti Mánver,4,F,HE,WWE,MC,RE,CI,,,,,,,,,,,,,,,
